NAME,STATE,POPULATION,COUNTY,NAICS_DESC,LEVEL_,TOT_ENROLL,LATITUDE,LONGITUDE
CHOFFIN CAREER  AND TECHNICAL CENTER,OH,334,MAHONING,OTHER TECHNICAL AND TRADE SCHOOLS,3,160,41.100846578, -80.644393144
GREATER ALTOONA CAREER & TECHNOLOGY CENTER,PA,335,BLAIR,OTHER TECHNICAL AND TRADE SCHOOLS,3,236,40.508442984, -78.39749844
CITY COLLEGE-MIAMI,FL,335,MIAMI-DADE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,263,25.68367296, -80.316376818
MEDICAL PROFESSIONAL INSTITUTE,MA,335,MIDDLESEX,OTHER TECHNICAL AND TRADE SCHOOLS,3,290,42.426704268, -71.078341235
NATIONAL AMERICAN UNIVERSITY-WICHITA WEST,KS,336,SEDGWICK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,296,37.7096702, -97.439983668
ARGOSY UNIVERSITY-SEATTLE,WA,336,KING,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,278,47.613924034, -122.351734089
ITT TECHNICAL INSTITUTE-PLYMOUTH MEETING,PA,336,MONTGOMERY,JUNIOR COLLEGES,2,273,40.10222285, -75.410406517
DIESEL DRIVING ACADEMY-BATON ROUGE,LA,337,EAST BATON ROUGE,OTHER TECHNICAL AND TRADE SCHOOLS,3,290,30.464937207, -91.103812897
BRYANT & STRATTON COLLEGE-AKRON,OH,337,SUMMIT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,259,41.128186546, -81.655083474
ITT TECHNICAL INSTITUTE-NORTH CHARLESTON,SC,337,CHARLESTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,270,32.900431911, -80.027495214
ITT TECHNICAL INSTITUTE-INDIANAPOLIS EAST,IN,339,MARION,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,288,39.803417091, -86.044474267
DOUGLAS EDUCATION CENTER,PA,339,WESTMORELAND,JUNIOR COLLEGES,2,267,40.16169247, -79.888319814
AVEDA INSTITUTE-SAN ANTONIO,TX,339,BEXAR,COSMETOLOGY AND BARBER SCHOOLS,3,285,29.443653685, -98.478980732
DAYMAR COLLEGE-ONLINE,KY,339,JEFFERSON,COMPUTER TRAINING,1,257,38.291222863, -85.515981528
AVE MARIA SCHOOL OF LAW,FL,340,COLLIER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,269,42.30244864, -83.693459421
AMERICAN COLLEGE OF TRADITIONAL CHINESE MEDICINE,CA,340,SAN FRANCISCO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,240,37.760533065, -122.398028088
ANDOVER NEWTON THEOLOGICAL SCHOOL,MA,340,MIDDLESEX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,260,42.32445509, -71.189500228
GEMOLOGICAL INSTITUTE OF AMERICA-CARLSBAD,CA,341,SAN DIEGO,OTHER TECHNICAL AND TRADE SCHOOLS,3,215,33.131313299, -117.318764894
FEDERICO BEAUTY INSTITUTE,CA,341,SACRAMENTO,COSMETOLOGY AND BARBER SCHOOLS,3,283,38.648829554, -121.49776089
REMINGTON COLLEGE-SHREVEPORT CAMPUS,LA,341,CADDO,JUNIOR COLLEGES,1,291,32.40316615, -93.793578199
EMPIRE BEAUTY SCHOOL-MICHIGAN,MI,341,KENT,COSMETOLOGY AND BARBER SCHOOLS,3,298,43.029398139, -85.626151743
MILLER-MOTTE TECHNICAL COLLEGE-ROANOKE,VA,341,ROANOKE,OTHER TECHNICAL AND TRADE SCHOOLS,2,294,37.232815163, -79.976844038
FORTIS INSTITUTE,FL,342,PALM BEACH,JUNIOR COLLEGES,2,276,26.636271082, -80.087289304
JOHN PAUL THE GREAT CATHOLIC UNIVERSITY,CA,342,SAN DIEGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,284,32.899615347, -117.108291098
CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,MO,342,RANDOLPH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,290,39.39596346, -92.427259179
NATIONAL CAREER INSTITUTE,NJ,343,ESSEX,OTHER TECHNICAL AND TRADE SCHOOLS,3,291,40.761349438, -74.222278971
PAUL QUINN COLLEGE,TX,343,DALLAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,273,32.677194843, -96.755863747
SANFORD-BROWN COLLEGE-LAS VEGAS,NV,343,CLARK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,283,36.022327651, -115.096604786
INDIAN CAPITAL TECHNOLOGY CENTER-TAHLEQUAH,OK,343,CHEROKEE,BUSINESS AND SECRETARIAL SCHOOLS,2,309,35.920192221, -94.991468819
MICHIGAN COLLEGE OF BEAUTY-TROY,MI,344,OAKLAND,COSMETOLOGY AND BARBER SCHOOLS,3,321,42.570336574, -83.127340001
BLUE CLIFF COLLEGE-LAFAYETTE,LA,344,LAFAYETTE,JUNIOR COLLEGES,3,307,30.184560777, -92.015740627
KAPLAN COLLEGE-LUBBOCK,TX,345,LUBBOCK,JUNIOR COLLEGES,2,314,33.586940779, -101.85088412
UNIVERSITY OF EAST-WEST MEDICINE,CA,345,SANTA CLARA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,234,37.371173166, -122.047493362
ASM BEAUTY WORLD ACADEMY,FL,345,BROWARD,COSMETOLOGY AND BARBER SCHOOLS,3,328,26.046986683, -80.232263115
FLORIDA EDUCATION INSTITUTE,FL,345,MIAMI-DADE,OTHER TECHNICAL AND TRADE SCHOOLS,2,316,25.763250239, -80.290495818
REMINGTON COLLEGE-BATON ROUGE CAMPUS,LA,345,EAST BATON ROUGE,JUNIOR COLLEGES,2,296,30.417092737, -91.063236752
YORK COUNTY SCHOOL OF TECHNOLOGY-ADULT & CONTINUING EDUCATIO,PA,346,YORK,OTHER TECHNICAL AND TRADE SCHOOLS,3,236,39.929886929, -76.685449009
LINCOLN TECHNICAL INSTITUTE-SOUTH PLAINFIELD,NJ,346,MIDDLESEX,OTHER TECHNICAL AND TRADE SCHOOLS,2,321,40.552067851, -74.419925778
AMERICAN CONSERVATORY THEATER,CA,346,SAN FRANCISCO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,48,37.787371674, -122.404655418
CURTIS INSTITUTE OF MUSIC,PA,346,PHILADELPHIA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,176,39.948571082, -75.170949645
AMERICAN INSTITUTE-TOMS RIVER,NJ,346,OCEAN,JUNIOR COLLEGES,2,323,40.04455, -74.220876022
